,diesel,petrol,location,lat,lon
Ri Bhoi,84.18,95.82,"Ri-Bhoi, Meghalaya, India",25.87640255,91.85675741641606
Rohtak,90.13,97.26,"Rohtak, Haryana, 124001, India",28.9010899,76.5801935
Rohtas,95.23,108.52,"Rohtas, Rohtas District, Bihar, India",24.6723487,83.92090397276326
Rudraprayag,92.18,97.28,"Rudraprayag, Uttarakhand, India",30.3009965,79.06287964782695
Rupnagar,88.21,97.88,"Rupnagar, Punjab, India",31.09168085,76.5272673916138
Sabar Kantha,92.84,97.1,"Sabar Kāntha, Aravalli District, Gujarat, India",23.5,73.25
Sagar,93.74,108.48,"Sagar, Madhya Pradesh, India",23.80961225,78.75911360578634
Saharanpur,90.24,97.07,"Saharanpur, Uttar Pradesh, India",29.9880774,77.5081299470512
Saharsa,94.79,108.07,"Saharsa, Bihar, India",25.83264165,86.61489283342814
Sahibganj,95.96,101.19,"Sahibganj (block), Sahibganj (district), Jharkhand, 816109, India",25.28086285,87.6211746273445
Saiha,84.75,98.61,"Saiha, Mizoram, 796901, India",22.4995518,92.97798988717027
Salem,95.15,103.54,"Salem, Salem District, Tamil Nadu, India",11.6549142,78.1584923
Samastipur,94.15,107.39,"Samastipur, Bihar, India",25.7744929,85.86626813370123
Samba,83.26,97.5,"Samba, Samba District, Jammu and Kashmir, India",32.57591175,75.12034455530063
Sambalpur,95.41,103.85,"Sambalpur (M), Sambalpur, Odisha, India",21.4706422,83.98368580351055
Sambhal,89.99,96.81,"Sambhal, Uttar Pradesh, India",28.61875255,78.55087405404802
Sangareddy,98.6,110.49,"Sangareddy, Telangana, India",17.86859205,77.8228199507381
Sangli,92.95,106.41,"Sangli, Maharashtra, India",17.1726928,74.58676543279755
Sangrur,87.4,97.04,"Sangrur, Punjab, India",30.135825699999998,75.8535154380713
Sant Kabir Nagar,90.24,97.07,"Patel Hospital, Sant Kabir Nagar, NH27, Khalilabad, Sait Kibir Nagar, Uttar Pradesh, 272175, India",26.7882737,82.9600798
Sant Ravidas Nagar,90.49,97.31,"Sant Ravidas Nagar, Uttar Pradesh, India",25.3560294,82.50057725197018
Kharasawan,94.58,99.78,"Kharasawan, Kharsawan, Seraikela Kharsawan, Jharkhand, India",22.7909475,85.8310182
Saran,94.71,107.97,"Saran, Bihar, India",25.90835495,84.78074760594323
Sas Nagar,88.3,97.98,"Sas Nagar, SH12A, Sector 77, S.A.S. Nagar (Mohali) Tahsil, Sahibzada Ajit Singh Nagar, Punjab, 160071, India",30.6904366,76.7116208
Satara,93.88,107.42,"Satara, Maharashtra, India",17.63612885,74.29827807601782
Satna,95.98,110.9,"Satna, Madhya Pradesh, India",24.5,81.0
Sawai Madhopur,94.74,109.63,"Sawāi Mādhopur, Sawai Madhopur District, Rajasthan, 322201, India",26.5,76.75
Sehore,94.1,108.87,"Sehore, Madhya Pradesh, India",23.1156882,77.06623939176504
Senapati,88.0,102.16,"Senapati, Manipur, India",25.380439600000003,94.0569854178655
Seoni,95.56,110.44,"Seoni, Madhya Pradesh, India",22.275878900000002,79.721044651047
Tripura,88.71,99.79,"Tripura, India",23.7750823,91.7025091
Serchhip,82.86,96.49,"Serchhip, Mizoram, India",23.385892300000002,92.930598908176
Sewan,95.17,108.46,"Sewan, Kolaras Tahsil, Shivpuri, Madhya Pradesh, India",25.0655029,77.4252891
Shahdol,96.37,111.32,"Shahdol, Madhya Pradesh, India",23.3002343,81.364771
Shahjahanpur,89.72,96.53,"Shahjahanpur, Uttar Pradesh, India",27.912633149999998,79.74656294869826
Shajapur,94.47,109.27,"Shajapur, Madhya Pradesh, India",23.37074105,76.62051527475785
Shamli,89.97,96.8,"Shamli, Uttar Pradesh, India",29.5008816,77.34838258540861
Shahid Bhagat Singh Nagar,87.99,97.64,"Shahid Bhagat Singh Park, Raj Nagar II, Palam, Dwarka Tehsil, South West Delhi, Delhi, India",28.59474195,77.08914329247114
Sheikhpura,95.27,108.56,"Sheikhpura, Bihar, India",25.12635425,85.81510620944194
Sheohar,95.25,108.56,"Sheohar, Bihar, 843329, India",26.49436945,85.27280559513997
Sheopur,96.06,111.0,"Sheopur, Sheopur Tahsil, Sheopur, Madhya Pradesh, 476337, India",25.6656611,76.6954843
Shimla,86.3,97.24,"Shimla, Shimla (urban), Shimla district, Himachal Pradesh, 171001, India",31.1041526,77.1709729
Shimoga,88.45,102.62,"Shivamogga, Shivamogga taluk, Shimoga District, Karnataka, 577200, India",13.9326093,75.574978
Shivpuri,95.18,110.04,"Shivpuri, Madhya Pradesh, India",25.37524125,77.82811932629714
Shopian,86.59,101.55,"Shopian, Shopian District, Jammu and Kashmir, India",33.718807,74.8333311
Shravasti,90.19,96.99,"Sravasti, Ikauna, Sharawasti, Uttar Pradesh, India",27.5083429,82.0263569
Sibsagar,89.75,98.24,"Sibsagar, Sivasagar, Assam, India",26.96388985,94.58213344568205
Siddipet,97.63,109.47,"Siddipet, Telangana, India",18.005585099999998,78.89611304969961
Siddharthnagar,90.86,97.7,"U.P Jal Nigam Siddharthnagar, NH28;NH730, Naugarh, Siddharth Nagar, Uttar Pradesh, 272203, India",27.2746265,83.0678751
Sidhi,95.51,110.35,"Sidhi, Madhya Pradesh, India",24.25,82.0
Sikar,94.27,109.09,"Sikar District, Rajasthan, India",27.66241555,75.02799709983499
Silvassa,89.98,94.43,"Silvassa, Nagar Haveli, Dadra and Nagar Haveli, Dadra and Nagar Haveli and Daman and Diu, 396230, India",20.2736768,73.0045787
Simdega,95.62,100.81,"Simdega, Jharkhand, India",22.6664325,84.5502679119221
Sindhudurg,94.34,107.86,"Sindhudurg, Maharashtra, India",16.135719299999998,73.65220860183584
Singrauli,94.03,108.74,"Singrauli, Singrauli Tahsil, Singrauli, Madhya Pradesh, 486889, India",24.1974432,82.6661453
Sirmaur,85.9,96.7,"Sirmaur, Himachal Pradesh, India",30.75,77.5
Sirohi,94.94,109.82,"Sirohi, Sirohi District, Rajasthan, 307001, India",24.833333,72.75
Sirsa,90.89,98.07,"Sirsa, Haryana, India",29.583333,75.083333
Sitamarhi,95.14,108.44,"Sītāmarhi, Sitamarhi, Bihar, India",26.666667,85.5
Sitapur,90.4,97.23,"Sitapur, Uttar Pradesh, India",27.5046392,80.82946583420815
Sivaganga,95.2,103.57,"Sivaganga, Sivagangai District, Tamil Nadu, India",9.851231,78.53047154820717
Solan,84.56,95.26,"Solan, Himachal Pradesh, India",30.92589585,77.08200509063624
Solapur,93.49,106.99,"Solapur, Maharashtra, India",17.84990665,75.27632027348457
Sonapur,96.21,104.68,"Sonapur, Odisha, 767017, India",20.8466301,83.82393679256941
Sonbhadra,90.7,97.52,"Sonbhadra, Uttar Pradesh, India",24.38657525,83.07863061278505
Sonipat,89.74,96.88,"Sonipat, Haryana, 131001, India",28.9953758,77.0233627
Sonitpur,88.75,97.2,"Sonitpur, Assam, India",26.767770749999997,92.70140885850532
South 24 Parganas,92.76,106.03,"South 24 Parganas, West Bengal, India",22.1815262,88.54843766912074
South Andaman,79.74,84.1,"South Andaman, Wimberleyganj, Ferrargunj, South Andaman District, Andaman and Nicobar Islands, India",11.7232031,92.7011101945954
South Delhi,89.62,96.72,"South Delhi, Delhi, India",28.485169399999997,77.19636520348229
South District,89.9,102.85,"South District, South Sikkim District, Sikkim, 737139, India",27.333333,88.416667
South East Delhi,89.62,96.72,"South East Delhi, Delhi, India",28.5444411,77.27287301731174
South Garo Hills,85.25,96.74,"South Garo Hills, Meghalaya, India",25.347969,90.56577725964563
South Goa,89.68,97.11,"South Goa, Goa, India",15.21961365,74.1152813019196
South Tripura,89.27,100.38,"South Tripura, Gomati, Tripura, India",23.5,91.666667
South West Delhi,89.62,96.72,"South West Delhi, Delhi, India",28.58644805,76.97915298462692
South West Khasi Hills,85.38,96.87,"South West Khasi Hills, Meghalaya, India",25.330722100000003,91.32645013786319
Srikakulam,99.53,111.84,"Srikakulam, Andhra Pradesh, India",18.32002205,83.91607719937166
Srinagar,86.97,101.98,"Srinagar, Srinagar (South), Srinagar District, Jammu and Kashmir, 190008, India",34.0747444,74.8204443
Sukma,99.17,106.25,"Sukma, Chhattisgarh, India",18.26654225,81.29252341475065
Sultanpur,91.14,97.98,"Sultanpur, Uttar Pradesh, India",26.242510850000002,82.29616931685918
Sundargarh,96.31,104.78,"Sundargarh, Odisha, India",22.13327195,83.97965279931319
Supaul,95.55,108.88,"Supaul, Bihar, India",26.2768118,86.79658662614811
Surajpur,96.67,103.7,"Surajpur, Chhattisgarh, India",23.357776899999998,82.97612766699449
Surat,92.4,96.63,"Surat, Gujarat, India",21.19177615,72.9544157804841
Surendranagar,92.92,97.15,"Surendranagar, Surendranagar District, Gujarat, 363035, India",22.75,71.666667
Surguja,96.57,103.59,"Surguja, Surajpur, Chhattisgarh, India",23.25,83.0
Suryapet,97.22,109.04,"Suryapet, Telangana, India",17.08001385,79.7925329742427
Tamenglong,88.42,102.62,"Tamenglong, Manipur, India",24.935401300000002,93.56791112289724
Tapi,92.75,96.99,"Tapi, India",21.1787195,75.44245
Tarn Taran,88.09,97.75,"Jawahar Navodaya Vidyalaya, Tarn Taran, ODR10, Khakh, Khadur Sahib Tahsil, Tarn Taran District, Punjab, 143422, India",31.351007,75.1501011
Tawang,86.91,98.26,"Tawang, Tawang Circle, Tawang district, Arunachal Pradesh, India",27.5879186,91.863733
Tehri Garhwal,91.38,96.45,"Tehri-Garhwal, Tehri Garhwal, Uttarakhand, 249125, India",30.5,78.666667
Tengnoupal,87.97,102.12,"Tengnoupal, Manipur, 795131, India",24.31392145,94.23756082375633
Teni,95.41,103.79,"Theni, Theni District, Tamil Nadu, India",10.0108143,77.4810104
Thane,92.47,105.97,"Thane, Maharashtra, India",19.1943294,72.9701779
Thanjavur,94.88,103.25,"Thanjavur, Thanjavur District, Tamil Nadu, 613001, India",10.7860267,79.1381497
The Dangs,93.01,97.25,"The Dangs, Gujarat, India",20.788171849999998,73.70920325426432
Thiruvananthapuram,98.53,109.73,"Thiruvananthapuram, Kerala, 695001, India",8.4882267,76.947551
Thiruvarur,95.42,103.8,"Thiruvarur, Thiruvarur District, Tamil Nadu, India",10.73618605,79.63318659437627
Thoubal,87.29,101.37,"Thoubal, Manipur, India",24.624587,94.04247928402684
Thrissur,97.09,108.2,"Thrissur, Kerala, 680001, India",10.5256264,76.2132542
Tikamgarh,94.64,109.47,"Tikamgarh, Madhya Pradesh, India",24.855778049999998,79.04706346996252
Tinsukia,88.51,96.98,"Tinsukia, Tinsukia District, Assam, India",27.52016575,95.5306347312879
Tirap,84.52,95.34,"Tirap, Arunachal Pradesh, India",27.03016895,95.49791754505583
Tiruchchirappalli,95.04,103.41,"Tiruchchirāppalli, Tiruchirappalli District, Tamil Nadu, 620010, India",10.8067917,78.7039861
Tirunelveli,94.6,102.95,"Tirunelveli, Palayamkottai, Tirunelveli District, Tamil Nadu, 627001, India",8.722388,77.710247
Tirupur,94.78,103.17,"Vasan Eye Care Hospital, Tirupur, Tirupur - Perumanallur - Kunnathur - Perunthurai Road, Angeripalayam, Pitchampalayam, Coimbatore North, Tiruppur District, Tamil Nadu, 641602, India",11.127834,77.3415747
Tiruvallur,94.4,102.81,"Tiruvallur, Thiruvallur, Thiruvallur District, Tamil Nadu, 602001, India",13.1394221,79.9070839
Tiruvannamalai,95.12,103.54,"Tiruvannamalai, Tiruvanamalai District, Tamil Nadu, India",12.22713775,79.07012882091152
Tonk,94.05,108.86,"Tonk, Tonk District, Rajasthan, India",26.1647019,75.576596
Tuensang,89.91,102.04,"Tuensang, Nagaland, India",26.168505500000002,94.85819821659115
Tumkur,88.36,102.45,"Tumakuru, Tumkur taluk, Tumkur district, Karnataka, 572101, India",13.3400771,77.1006208
Tuticorin,94.6,102.97,"Thoothukudi, Thoothukkudi, Thoothukkudi District, Tamil Nadu, 628001, India",8.8052602,78.1452745
Udaipur,94.13,108.92,"Udaipur, Girwa Tehsil, Udaipur District, Rajasthan, 313001, India",24.578721,73.6862571
Udalguri,89.25,97.73,"Udalguri, Udalguri tehsil, Udalguri district, Assam, 784509, India",26.7503815,92.0977245
Udham Singh Nagar,89.97,94.85,"Udham Singh Nagar, Uttarakhand, India",29.048098799999998,79.4313133223357
Udhampur,84.45,99.09,"Udhampur, Udhampur District, Jammu and Kashmir, India",33.0,75.166667
Udupi,87.54,101.59,"Udupi, Udupi taluku, Udupi district, Karnataka, 576101, India",13.3419169,74.7473232
Ujjain,94.25,109.01,"Ujjain, Ujjain NagarTahsil, Ujjain, Madhya Pradesh, 456001, India",23.1885131,75.7716562
Ukhrul,87.81,101.94,"Ukhrul, Ukhrul district, Manipur, India",25.0982654,94.363167
Umaria,95.81,110.71,"Umaria, Madhya Pradesh, India",23.64319305,80.94239522009255
Una,84.09,94.76,"Una, Himachal Pradesh, India",31.583333,76.25
Unakoti,87.09,98.04,"Unakoti, Panisagar, North Tripura, Tripura, India",24.3167458,92.06650224339185
Unnao,89.96,96.78,"Unnao, Uttar Pradesh, India",26.57550365,80.61376177782856
Upper Siang,85.06,95.83,"Upper Siang, Arunachal Pradesh, India",28.73120455,95.03773151350946
Upper Subansiri,85.0,95.78,"Upper Subansiri, Arunachal Pradesh, India",28.3,94.0
Uttar Dinajpur,93.23,106.54,"Uttar Dinajpur, West Bengal, India",25.8707958,87.96259728449391
Uttara Kannada,88.76,102.94,"Uttara Kannada, Uttara Kannada district, Karnataka, 581337, India",14.883333,74.583333
Uttarkashi,91.51,96.62,"Uttarkashi, Bhatwari, Uttarkashi district, Uttarakhand, 249193, India",30.7291049,78.4403495
Vadodara,91.82,96.08,"Vadodara, Vadodara Taluka, Vadodara District, Gujarat, 390001, India",22.2973142,73.1942567
Vaishali,94.09,107.3,"Vaishali, Bihar, 847128, India",25.95322565,85.14457760191539
Valsad,93.15,97.39,"Valsad, Gujarat, India",20.43219565,73.14098929730321
Varanasi,90.08,96.89,"Varanasi, Sadar, Varanasi, Uttar Pradesh, 221001, India",25.3356491,83.0076292
Vellore,95.52,103.95,"Vellore, Vellore District, Tamil Nadu, India",12.7948109,79.0006410968549
Vidisha,93.89,108.66,"Vidisha, MD3010, Vidisha, Vidisha NagarTahsil, Vidisha, Madhya Pradesh, 464001, India",23.5225788,77.8148001
Vikarabad,98.88,110.79,"Vikarabad, Telangana, India",17.2702855,77.74529700637382
Viluppuram,95.73,104.17,"Viluppuram, Viluppuram District, Tamil Nadu, India",11.9137874,79.50789297228474
Virudhunagar,95.4,103.76,"Virudhunagar, Virudhunagar District, Tamil Nadu, India",9.5208936,77.8784563961865
Visakhapatnam,98.27,110.48,"Visakhapatnam, Visakhapatnam (Urban), Visakhapatnam, Andhra Pradesh, 530001, India",17.7231276,83.3012842
Vizianagaram,99.57,111.88,"Vizianagaram, Andhra Pradesh, India",18.1120819,83.4052196224888
Wanaparthy,99.12,111.05,"Wanaparthy, Telangana, India",16.285294399999998,77.98644727021286
Warangal,97.29,109.1,"Warangal, Warangal mandal, Hanumakonda district, Telangana, 506002, India",17.9820644,79.5970954
Warangal Rural,97.5,109.32,"ESI Hospital,Warangal, Narsampet Rd-warangal rd, Khila Warangal mandal, Hanumakonda district, Telangana, 506013, India",17.9693445,79.6258742
Wardha,93.52,107.01,"Wardha, Maharashtra, India",20.82562315,78.61314549522919
Washim,93.59,107.07,"Washim, Maharashtra, India",20.287417750000003,77.23696550258964
Wayanad,97.84,109.05,"Wayanad, Kerala, India",11.71512915,76.12711850740615
West Champaran,95.82,109.15,"Shivam Hospital, West Champaran, NH139W, Nautan, Pashchim Champaran, Bihar, 845459, India",26.6919717,84.5796928
West Delhi,89.62,96.72,"West Delhi, Delhi, India",28.6479519,77.08556541088615
West District,89.9,102.85,"Othayammadam Kshethra Kulam, West, Cherukunnu, Kalliasseri Block, Kannur, Kannur district, Kerala, India",11.9979015,75.3033204451389
West Garo Hills,84.86,96.34,"West Garo Hills, Meghalaya, India",25.606314249999997,90.21139055037469
West Godavari,99.36,111.62,"West Godavari, Andhra Pradesh, India",16.63713765,81.58909665667748
West Imphal,87.13,101.19,"Imphal West, Manipur, India",24.757326,93.85847858025147
West Kameng,85.33,96.54,"West Kameng, West Kameng district, Arunachal Pradesh, India",27.4,92.35
West Karbi Anglong,90.0,98.48,"West Karbi Anglong, Assam, India",25.85291415,92.58756812404593
West Khasi Hills,85.61,97.34,"West Khasi Hills, Meghalaya, 793119, India",25.5814429,91.08510943564022
West Siang,84.84,95.82,"West Siang, Siang district, Arunachal Pradesh, India",28.4,94.55
West Singhbhum,95.92,101.13,"Surya Clinic, West Singhbhum, NH320D, Tikarchāpi, Chakradharpur, Pashchimi Singhbhum, Jharkhand, 833217, India",22.6815306,85.6087303
West Tripura,88.44,99.49,"West Tripura, Tripura, India",23.916667,91.5
Wokha,88.32,100.3,"Wokha, Nagaland, India",26.166667,94.25
Yadadri Bhuvanagiri,98.0,109.87,"Yadadri Bhuvanagiri, Telangana, India",17.42819665,79.09049097612106
Yadgir,88.25,102.31,"Yadgir, Yadagiri taluku, Yadagiri district, Karnataka, 585200, India",16.7670964,77.1403984
Yamunanagar,90.11,97.26,"Yamunanagar, Haryana, India",30.2112003,77.28638972360895
Yanam,86.59,96.82,"Yanam, Yanam Taluk, Yanam District, Puducherry, 533464, India",16.7333666,82.2145164
Yavatmal,93.8,107.29,"Yavatmal, Maharashtra, India",20.3270469,78.1186870440679
Zunheboto,89.18,101.32,"Zunheboto, Nagaland, 798620, India",26.0,94.5
